sex,race,age_group,county,crime_class,relinst,days_court,days_newsent,days_tech,days_other,release_year,release_month
Male,Black,45-54,Cook,Person,Dixon,,,,,2021,2021-10-01
Male,White,30-34,Lake,Public Order,Big Muddy River,,,,,2021,2021-12-01
Female,American Indian,35-44,Saline,Public Order,Decatur,,,,,2021,2021-11-01
Male,Hispanic,20-24,Cook,Public Order,Stateville,,,,,2021,2021-11-01
Male,Black,30-34,Rock Island,Public Order,Southwestern Illinois,,,,,2021,2021-05-01
Male,Black,25-29,DuPage,Property,Sheridan,,,,,2021,2021-04-01
Male,Hispanic,35-44,Cook,Public Order,East Moline,,,,,2021,2021-06-01
Male,White,30-34,Morgan,Public Order,Pinckneyville,,,,,2021,2021-01-01
Male,White,45-54,Peoria,Person,Vienna,,,,,2021,2021-03-01
Male,White,25-29,Madison,Property,Vandalia,,,,,2021,2021-01-01
Male,Hispanic,25-29,Champaign,Person,Taylorville,1493.0,,,,2020,2020-07-01
Male,White,25-29,Madison,Property,Southwestern Illinois,1400.0,,340.0,,2020,2020-10-01
Male,Black,25-29,Champaign,Person,Stateville,,1197.0,,,2020,2020-09-01
Male,White,55-64,Lawrence,Drug,Big Muddy River,1516.0,,,,2020,2020-02-01
Male,Black,25-29,Cook,Public Order,Western Illinois,1625.0,,182.0,,2020,2020-04-01
Male,Hispanic,18-19,DuPage,Public Order,Lincoln,,,46.0,,2025,2025-01-01
Male,Black,35-44,Winnebago,Person,Stateville,,,41.0,,2024,2024-12-01
Male,White,45-54,Champaign,Person,Danville,,,496.0,,2023,2023-01-01
Male,Black,25-29,Champaign,Public Order,Lincoln,,,700.0,,2023,2023-01-01
Male,Black,30-34,Will,Person,Stateville,1330.0,,1348.0,,2022,2022-04-01
Male,Black,35-44,Cook,Person,Robinson,,,255.0,,2020,2020-08-01
Male,White,45-54,DeKalb,Drug,Stateville,504.0,,22.0,,2020,2020-12-01
Male,Black,30-34,Cook,Public Order,Shawnee,,,44.0,,2025,2025-09-01
Male,Black,30-34,McLean,Drug,Peoria ATC,,,595.0,,2023,2023-04-01
Male,Black,30-34,Cook,Public Order,Hill,644.0,,,,2022,2022-10-01
Male,Black,35-44,Macon,Person,Lincoln,,,777.0,,2023,2023-02-01
Male,Black,30-34,Cook,Drug,Stateville,,,235.0,,2022,2022-12-01
Male,White,45-54,Morgan,Public Order,Lincoln,,,,,2021,2021-04-01
Male,Black,45-54,Cook,Person,Lincoln,,,,,2020,2020-07-01
Male,Black,45-54,Cook,Drug,Stateville,,,,,2020,2020-09-01
Male,White,45-54,Marion,Person,Taylorville,,,,,2020,2020-09-01
Male,White,30-34,Kane,Drug,Stateville,,,,,2020,2020-09-01
Female,Black,45-54,Cook,Person,Logan,,,,,2020,2020-11-01
Male,Black,35-44,Sangamon,Public Order,Vandalia,,,,,2020,2020-09-01
Male,White,30-34,Saline,Person,Centralia,,,,,2020,2020-05-01
Male,Hispanic,35-44,Cook,Property,Centralia,,,,,2020,2020-04-01
Male,Black,30-34,Champaign,Public Order,Sheridan,,,,,2020,2020-03-01
Male,Black,20-24,Cook,Public Order,Shawnee,,,,,2020,2020-04-01
Male,Hispanic,35-44,Cook,Drug,Pontiac,,,,,2020,2020-01-01
Female,White,35-44,Marion,Drug,Logan,,,,,2020,2020-03-01
Male,White,55-64,Adams,Property,Sheridan,,,,,2019,2019-09-01
Male,White,45-54,Tazewell,Public Order,Robinson,,,,,2019,2019-11-01
Male,Black,45-54,Randolph,Property,Danville,,,,,2025,2025-05-01
Male,Black,30-34,Cook,Public Order,Menard,,,,,2025,2025-03-01
Male,Black,55-64,Cook,Person,Sheridan,,,,,2025,2025-12-01
Male,White,30-34,Cook,Person,Other,,,,,2025,2025-10-01
Female,White,35-44,Logan,Property,Logan,,,,,2025,2025-12-01
Male,White,20-24,Cass,Person,Danville,,,,,2025,2025-10-01
Male,Black,35-44,Macon,Person,Taylorville,,,,,2025,2025-03-01
Female,White,35-44,Montgomery,Drug,Logan,,,,,2025,2025-07-01
Female,White,45-54,Franklin,Drug,Decatur,,,,,2025,2025-04-01
Male,Other,18-19,Cook,Public Order,Other,,,,,2025,2025-04-01
Male,Black,20-24,Cook,Public Order,Southwestern Illinois,,,,,2024,2024-07-01
Male,White,35-44,Macoupin,Person,Graham,,,,,2024,2024-08-01
Male,Black,30-34,Cook,Public Order,Stateville,,,,,2024,2024-12-01
Male,White,65-74,Cook,Person,Centralia,,,,,2024,2024-05-01
Male,Black,30-34,DuPage,Drug,Stateville,,,,,2024,2024-11-01
Male,Hispanic,35-44,Lake,Public Order,Sheridan,,,,,2022,2022-08-01
Male,White,45-54,Jackson,Person,Danville,,,,,2022,2022-08-01
Male,Black,30-34,Cook,Public Order,Stateville,,,,,2023,2023-04-01
Male,White,20-24,Montgomery,Property,Graham,,,,,2022,2022-07-01
Male,White,20-24,Kankakee,Public Order,Illinois River,,,,,2022,2022-08-01
Male,Black,30-34,Cook,Person,Stateville,,,,,2022,2022-10-01
Male,Black,45-54,Cook,Public Order,Vandalia,,,,,2022,2022-11-01
Male,Black,35-44,Boone,Drug,Kewanee Reentry Center,,,,,2022,2022-11-01
Male,Black,45-54,Cook,Drug,Vandalia,,,,,2022,2022-11-01
Male,Black,30-34,Cook,Person,Centralia,,,,,2022,2022-05-01
Male,Black,35-44,LaSalle,Drug,Lincoln,,,,,2022,2022-04-01
Male,Black,30-34,Douglas,Drug,Pinckneyville,,,,,2022,2022-06-01
Male,White,25-29,McHenry,Person,Taylorville,,,,,2022,2022-06-01
Male,Black,25-29,Sangamon,Public Order,East Moline,,,572.0,,2021,2021-03-01
Male,Black,20-24,Cook,Property,Stateville,909.0,,1131.0,,2021,2021-04-01
Male,Black,25-29,McHenry,Public Order,Pontiac,1057.0,,,,2020,2020-12-01
Male,White,35-44,Will,Person,Taylorville,,,284.0,,2022,2022-06-01
Male,White,35-44,Lawrence,Public Order,Taylorville,939.0,,,,2021,2021-08-01
Male,Black,25-29,Cook,Property,Big Muddy River,1018.0,,1095.0,,2021,2021-06-01
Male,Black,25-29,Will,Person,Shawnee,1460.0,,,,2021,2021-03-01
Male,Black,30-34,Will,Person,Pontiac,,,48.0,,2020,2020-11-01
Male,Black,30-34,St. Clair,Drug,Lawrence,387.0,,,,2020,2020-03-01
Male,White,25-29,Christian,Public Order,Stateville,,,445.0,,2020,2020-06-01
Male,Black,35-44,Champaign,Drug,Hill,1326.0,,,,2019,2019-12-01
Male,Black,35-44,Will,Public Order,Stateville,,,31.0,,2025,2025-03-01
Female,Black,45-54,Madison,Property,Logan,,,367.0,,2021,2021-10-01
Male,Hispanic,20-24,Winnebago,Public Order,Lawrence,,137.0,,,2021,2021-08-01
Male,Black,35-44,Cook,Person,Shawnee,,,1416.0,,2021,2021-03-01
Male,White,20-24,Tazewell,Public Order,Stateville,494.0,,1657.0,,2021,2021-04-01
Male,White,25-29,Tazewell,Drug,Sheridan,,,124.0,,2024,2024-11-01
Male,White,25-29,Lawrence,Public Order,Shawnee,748.0,,,,2021,2021-08-01
Male,Black,55-64,Cook,Public Order,Stateville,,,,,2021,2021-10-01
Male,Black,35-44,Cook,Public Order,Graham,,,,,2021,2021-11-01
Female,White,30-34,Cook,Public Order,Logan,,,,,2021,2021-08-01
Male,Hispanic,25-29,Cook,Property,Stateville,,,,,2021,2021-09-01
Male,Hispanic,45-54,Cook,Drug,East Moline,,,,,2021,2021-01-01
Female,Black,45-54,Cook,Drug,Logan,,,,,2021,2021-01-01
Male,White,35-44,Jefferson,Drug,Jacksonville,,,,,2021,2021-06-01
Male,Black,25-29,Cook,Public Order,Stateville,,,,,2021,2021-05-01
Male,White,35-44,Lawrence,Drug,Centralia,,,,,2020,2020-10-01
Male,White,35-44,Franklin,Drug,Menard,,,,,2020,2020-10-01
Female,White,45-54,Franklin,Property,Logan,,,,,2020,2020-11-01
Female,Black,45-54,Cook,Property,Logan,,,,,2020,2020-11-01
Male,Black,55-64,Cook,Drug,Jacksonville,,,,,2020,2020-02-01
Male,Black,35-44,Cook,Person,Stateville,,,,,2020,2020-03-01
Male,Black,30-34,Cook,Public Order,Vandalia,,,,,2020,2020-03-01
Male,White,25-29,Warren,Property,Crossroads Male ATC,,,,,2020,2020-04-01
Male,Black,30-34,Will,Property,Stateville,,,,,2020,2020-05-01
Female,White,55-64,Saline,Drug,Logan,,,,,2019,2019-08-01
Male,Black,55-64,Cook,Property,Stateville,,,,,2019,2019-09-01
Female,Black,35-44,Madison,Property,Logan,,,,,2020,2020-01-01
Male,Black,45-54,Madison,Person,Vienna,,,,,2025,2025-02-01
Female,Black,55-64,Winnebago,Property,Decatur,,,,,2025,2025-02-01
Male,Black,35-44,Cook,Public Order,Menard,,,,,2025,2025-05-01
Male,White,35-44,Vermilion,Drug,Lawrence,,,,,2025,2025-04-01
Female,Hispanic,35-44,Will,Person,Logan,,,,,2025,2025-06-01
Male,Bi-Racial,25-29,Macoupin,Person,Centralia,,,,,2025,2025-04-01
Male,White,30-34,Kane,Drug,Sheridan,,,,,2025,2025-07-01
Female,White,35-44,St. Clair,Public Order,Decatur,,,,,2025,2025-04-01
Male,Hispanic,30-34,Cook,Drug,Crossroads Male ATC,,,,,2025,2025-10-01
Male,Hispanic,35-44,Cook,Person,Centralia,,,,,2025,2025-06-01
Male,Black,25-29,Stephenson,Person,Robinson,,,,,2025,2025-09-01
Female,White,30-34,Ogle,Person,Logan,,,,,2025,2025-03-01
Male,Black,25-29,Cook,Public Order,Other,,,,,2025,2025-03-01
Male,White,45-54,Boone,Public Order,Vandalia,,,,,2025,2025-11-01
Male,Black,20-24,Cook,Public Order,Vienna,,,,,2025,2025-11-01
Male,White,45-54,Randolph,Public Order,Lincoln,,,,,2024,2024-12-01
Male,Black,35-44,Champaign,Drug,Crossroads Male ATC,,,,,2024,2024-09-01
Male,Hispanic,30-34,Peoria,Public Order,Illinois River,,,,,2024,2024-11-01
Female,White,35-44,Logan,Public Order,Decatur,,,,,2024,2024-08-01
Female,White,45-54,Crawford,Drug,Logan,,,,,2024,2024-11-01
Male,Black,25-29,Jackson,Public Order,Shawnee,,,,,2021,2021-12-01
Male,White,25-29,Williamson,Public Order,Danville,,,157.0,,2021,2021-01-01
Male,Black,35-44,Cook,Person,Jacksonville,694.0,,,,2021,2021-04-01
Male,Black,20-24,Cook,Person,Stateville,801.0,,,,2020,2020-10-01
Male,Black,45-54,Cook,Property,Robinson,596.0,,,,2020,2020-08-01
Female,White,55-64,Greene,Drug,Decatur,,,84.0,,2025,2025-09-01
Male,Black,35-44,Cook,Public Order,Pinckneyville,596.0,,,,2021,2021-03-01
Male,White,55-64,Vermilion,Drug,East Moline,,,519.0,,2021,2021-02-01
Male,Black,30-34,Cook,Public Order,Vienna,1736.0,,1860.0,,2020,2020-09-01
Male,Black,65-74,Will,Property,Vandalia,719.0,1284.0,,,2020,2020-02-01
Male,Black,45-54,Vermilion,Person,Stateville,,,273.0,,2024,2024-01-01
Male,White,35-44,Henry,Public Order,Taylorville,,,208.0,,2024,2024-02-01
Male,White,35-44,DuPage,Drug,Stateville,290.0,,,,2024,2024-06-01
Male,Black,55-64,Will,Person,Hill,,,1411.0,,2020,2020-06-01
Male,Black,20-24,Cook,Public Order,Stateville,,,222.0,,2025,2025-05-01
Male,White,30-34,Lee,Person,Stateville,,,684.0,,2024,2024-02-01
Male,Black,20-24,Cook,Person,Stateville,,,219.0,,2024,2024-08-01
Male,White,30-34,Winnebago,Public Order,Vandalia,,,,,2021,2021-11-01
Male,Black,45-54,Cook,Public Order,Vandalia,,,,,2021,2021-10-01
Male,Black,35-44,Cook,Public Order,Stateville,,,,,2021,2021-06-01
Male,Hispanic,30-34,Cook,Public Order,Danville,,,,,2021,2021-02-01
Male,White,35-44,Cook,Drug,Danville,,,,,2021,2021-03-01
Male,Black,45-54,Cook,Person,Stateville,,,,,2020,2020-11-01
Male,White,45-54,Fayette,Drug,Sheridan,,,,,2020,2020-07-01
Male,Black,25-29,Lake,Person,Pinckneyville,,,,,2020,2020-12-01
Male,Hispanic,35-44,LaSalle,Drug,Big Muddy River,,,,,2020,2020-10-01
Male,Black,20-24,Cook,Public Order,Stateville,,,,,2020,2020-11-01
Female,White,35-44,Jackson,Property,Decatur,,,,,2020,2020-12-01
Male,White,25-29,Williamson,Drug,Menard,,,,,2020,2020-02-01
Female,White,30-34,Will,Property,Logan,,,,,2020,2020-04-01
Male,Hispanic,45-54,Cook,Person,Hill,,,,,2020,2020-03-01
Male,Black,45-54,Cook,Public Order,Taylorville,,,,,2025,2025-12-01
Male,Black,35-44,Cook,Public Order,Robinson,,,,,2025,2025-01-01
Male,Black,35-44,Cook,Public Order,Lincoln,,,,,2025,2025-02-01
Male,Black,30-34,Cook,Property,Robinson,,,,,2025,2025-10-01
Male,Hispanic,35-44,Will,Drug,Vandalia,,,,,2025,2025-01-01
Male,Black,30-34,Cook,Public Order,Illinois River,,,,,2025,2025-10-01
Male,Black,35-44,Cook,Public Order,Lincoln,,,,,2025,2025-11-01
Male,Black,35-44,Cook,Person,East Moline,,,,,2025,2025-01-01
Male,Black,35-44,Lake,Public Order,Pinckneyville,,,,,2025,2025-07-01
Male,White,30-34,Morgan,Drug,Lincoln,,,,,2025,2025-03-01
Male,White,35-44,Madison,Drug,Western Illinois,,,,,2025,2025-01-01
Male,Black,30-34,Cook,Drug,Shawnee,,,,,2025,2025-07-01
Male,Black,35-44,Will,Property,Stateville,,,,,2025,2025-03-01
Male,Black,30-34,Champaign,Public Order,Jacksonville,,,,,2025,2025-06-01
Male,Black,25-29,Cook,Property,Stateville,,,,,2025,2025-12-01
Female,Black,35-44,Cook,Public Order,Logan,,,,,2025,2025-03-01
Male,Black,18-19,Cook,Public Order,Stateville,,,,,2025,2025-11-01
Male,Black,45-54,Peoria,Public Order,Southwestern Illinois,,,,,2024,2024-09-01
Male,Hispanic,65-74,DeKalb,Person,Centralia,,,,,2024,2024-12-01
Male,Hispanic,30-34,Winnebago,Drug,Stateville,,,,,2024,2024-07-01
Male,Other,20-24,Cook,Property,Stateville,,,,,2024,2024-09-01
Male,Black,20-24,Lake,Person,Stateville,,,,,2024,2024-11-01
Male,Black,30-34,DuPage,Property,Danville,,,,,2024,2024-06-01
Male,Black,45-54,Cook,Drug,Other,,,,,2024,2024-01-01
Male,Black,35-44,Cook,Property,Jacksonville,,,,,2024,2024-01-01
Male,Black,35-44,Cook,Person,Stateville,,,,,2024,2024-01-01
Male,White,30-34,Pope,Property,East Moline,,,,,2023,2023-10-01
Male,Black,25-29,Menard,Drug,Graham,,,,,2023,2023-11-01
Male,Black,25-29,Champaign,Drug,Graham,,,180.0,,2023,2023-08-01
Male,Hispanic,55-64,Cook,Person,Lawrence,,,6.0,,2019,2019-11-01
Male,Black,35-44,Sangamon,Drug,Graham,886.0,,,,2019,2019-12-01
Male,White,30-34,Macon,Person,Taylorville,,,590.0,,2020,2020-06-01
Male,Black,20-24,Winnebago,Person,Pinckneyville,759.0,,1345.0,,2020,2020-03-01
Male,White,25-29,St. Clair,Property,Jacksonville,,,721.0,,2020,2020-05-01
Male,Black,25-29,Cook,Public Order,Stateville,1813.0,,405.0,,2019,2019-08-01
Male,Black,30-34,Lake,Public Order,Taylorville,1056.0,,,,2019,2019-06-01
Male,Black,20-24,Cook,Person,Menard,,,775.0,,2019,2019-07-01
Male,Black,35-44,Cook,Person,Illinois River,959.0,,,,2019,2019-06-01
Male,Black,30-34,Cook,Public Order,Jacksonville,,,569.0,,2019,2019-05-01
Male,Black,25-29,Cook,Person,Stateville,1406.0,,609.0,,2018,2018-07-01
Male,Black,25-29,Champaign,Person,Pinckneyville,1726.0,,282.0,,2018,2018-07-01
Male,Black,45-54,Cook,Property,Stateville,2520.0,,2639.0,,2018,2018-06-01
Male,Black,30-34,Cook,Person,Kewanee Reentry Center,1457.0,,483.0,,2018,2018-11-01
Male,Black,20-24,Cook,Property,Lawrence,567.0,,1180.0,,2020,2020-03-01
Male,Black,25-29,Cook,Person,Stateville,930.0,,,,2020,2020-02-01
Male,White,30-34,Champaign,Property,Vandalia,827.0,,,,2019,2019-12-01
Female,White,35-44,St. Clair,Drug,Logan,,,107.0,,2019,2019-02-01
Male,White,45-54,Cook,Public Order,Stateville,1296.0,,,,2018,2018-07-01
Male,Black,30-34,Cook,Public Order,Centralia,,,,,2023,2023-07-01
Male,White,55-64,Pope,Property,Big Muddy River,,,,,2023,2023-11-01
Male,White,35-44,Cook,Person,Danville,,,,,2023,2023-11-01
Male,Hispanic,20-24,Kendall,Drug,Crossroads Male ATC,,,,,2023,2023-09-01
Male,Black,20-24,Will,Public Order,Illinois River,,,,,2023,2023-12-01
Male,Black,25-29,Champaign,Public Order,Shawnee,,,,,2023,2023-02-01
Male,Black,35-44,Cook,Public Order,Stateville,,,,,2019,2019-10-01
Male,White,35-44,Cook,Property,Sheridan,,,,,2019,2019-10-01
Female,Hispanic,35-44,DuPage,Property,Logan,,,,,2020,2020-02-01
Male,White,25-29,Wayne,Drug,Centralia,,,,,2020,2020-03-01
Male,Black,20-24,Cook,Person,Lawrence,,,,,2020,2020-05-01
Female,White,35-44,Calhoun,Property,Decatur,,,,,2019,2019-10-01
Male,Black,35-44,Madison,Property,Jacksonville,,,,,2020,2020-03-01
Male,White,30-34,Woodford,Drug,Peoria ATC,,,,,2020,2020-06-01
Male,Black,25-29,Stephenson,Public Order,Stateville,,,,,2019,2019-09-01
Male,Hispanic,20-24,Cook,Public Order,Stateville,,,,,2020,2020-01-01
Male,White,35-44,Macon,Public Order,Lawrence,,,,,2019,2019-05-01
Male,Hispanic,35-44,DuPage,Public Order,Lawndale ATC,,,,,2019,2019-06-01
Male,Black,55-64,Cook,Person,Pinckneyville,,,,,2019,2019-09-01
Male,Black,25-29,Cook,Person,East Moline,,,,,2019,2019-09-01
Male,White,20-24,DuPage,Person,Illinois River,,,,,2019,2019-05-01
Male,Black,45-54,Will,Person,Dixon,,,,,2019,2019-05-01
Male,White,55-64,LaSalle,Public Order,Vandalia,,,,,2019,2019-06-01
Male,White,45-54,Peoria,Drug,Danville,,,,,2019,2019-02-01
Male,Black,20-24,Cook,Person,Shawnee,,,,,2019,2019-05-01
Male,White,35-44,Hancock,Drug,Vandalia,,,,,2019,2019-03-01
Male,Black,25-29,DuPage,Public Order,Stateville,,,,,2019,2019-06-01
Male,White,35-44,Champaign,Drug,Stateville,,,,,2019,2019-12-01
Male,Black,35-44,Cook,Public Order,Lawrence,,,,,2018,2018-01-01
Male,Black,25-29,Cook,Drug,Discharge,,,,,2018,2018-04-01
Male,White,65-74,McHenry,Person,Big Muddy River,,,,,2018,2018-12-01
Male,White,30-34,Henry,Drug,Stateville,,,,,2018,2018-01-01
Male,Black,35-44,Cook,Drug,Stateville,,,,,2018,2018-05-01
Male,Hispanic,30-34,DuPage,Drug,Pontiac,,,,,2018,2018-09-01
Male,White,25-29,Tazewell,Person,Shawnee,,,,,2018,2018-07-01
Male,Black,55-64,Cook,Drug,Graham,,,,,2018,2018-04-01
Male,Hispanic,55-64,Cook,Property,Stateville,,,,,2018,2018-12-01
Male,Hispanic,30-34,Cook,Person,Robinson,,,,,2018,2018-05-01
Male,Black,45-54,Winnebago,Drug,Dixon,,,,,2018,2018-11-01
Male,Black,30-34,Cook,Drug,Stateville,,,,,2018,2018-06-01
Female,White,30-34,Franklin,Person,Decatur,,,,,2018,2018-06-01
Male,White,20-24,Cook,Property,Robinson,,,,,2018,2018-06-01
Male,Black,25-29,Lake,Property,East Moline,,,,,2018,2018-02-01
Male,Hispanic,20-24,Will,Drug,Sheridan,,,,,2018,2018-03-01
Male,Black,30-34,Cook,Public Order,Vandalia,,,,,2018,2018-05-01
Male,Black,25-29,Champaign,Person,Vienna,,,,,2018,2018-07-01
Female,White,25-29,Shelby,Drug,Logan,1564.0,,,,2018,2018-12-01
Female,White,20-24,Stephenson,Drug,Decatur,681.0,107.0,,,2018,2018-12-01
Male,Black,35-44,Lake,Person,Jacksonville,468.0,,754.0,,2021,2021-09-01
Male,Black,25-29,Madison,Drug,Graham,1209.0,,421.0,,2021,2021-04-01
Male,Black,20-24,Cook,Person,Hill,58.0,,,,2021,2021-03-01
Male,Black,20-24,Cook,Person,Stateville,,,372.0,,2021,2021-04-01
Male,White,35-44,Hamilton,Drug,Southwestern Illinois,1199.0,,,,2020,2020-08-01
Male,Black,30-34,Cook,Drug,Dixon,506.0,,,,2020,2020-11-01
Male,Black,35-44,Cook,Public Order,Hill,1998.0,,,,2020,2020-03-01
Male,Black,65-74,Cook,Property,Other,286.0,,,,2024,2024-08-01
Male,White,25-29,Madison,Person,Vandalia,,,212.0,,2018,2018-10-01
Male,White,35-44,Kankakee,Person,Stateville,,,705.0,,2021,2021-05-01
Male,White,30-34,Macon,Public Order,Vienna,1030.0,,,,2021,2021-06-01
Male,White,35-44,Pike,Drug,Vandalia,722.0,,,,2020,2020-01-01
Male,White,35-44,Montgomery,Property,Graham,,,142.0,,2025,2025-01-01
Male,Black,20-24,Cook,Public Order,Stateville,,,16.0,,2025,2025-08-01
Male,Black,35-44,DuPage,Property,Southwestern Illinois,,,19.0,,2025,2025-04-01
Male,Black,25-29,St. Clair,Public Order,Menard,,,132.0,,2024,2024-11-01
Male,Black,20-24,Cook,Property,Stateville,447.0,,132.0,,2022,2022-02-01
Male,White,25-29,Knox,Public Order,Western Illinois,,,106.0,,2025,2025-03-01
Male,Black,35-44,DuPage,Drug,Sheridan,,,,,2021,2021-07-01
Male,Black,35-44,Cook,Public Order,Stateville,,,,,2021,2021-11-01
Male,White,45-54,Whiteside,Person,Stateville,,,,,2021,2021-09-01
Male,Black,35-44,Macoupin,Person,Western Illinois,,,,,2021,2021-12-01
Male,Black,30-34,Cook,Public Order,Stateville,,,,,2021,2021-08-01
Male,Hispanic,45-54,Winnebago,Drug,Hill,,,,,2021,2021-02-01
Male,Hispanic,35-44,Cook,Person,East Moline,,,,,2021,2021-06-01
Male,White,25-29,Logan,Person,Hill,,,,,2021,2021-02-01
Male,White,30-34,Hancock,Drug,Lincoln,,,,,2021,2021-01-01
Male,White,35-44,DuPage,Drug,Shawnee,,,,,2021,2021-11-01
Male,Hispanic,45-54,Cook,Drug,Discharge,,,,,2020,2020-07-01
Male,Hispanic,35-44,Cook,Drug,Stateville,,,,,2020,2020-09-01
Male,Black,35-44,Cook,Property,Shawnee,,,,,2020,2020-02-01
Male,Black,25-29,Cook,Person,Stateville,,,,,2020,2020-06-01
Male,White,25-29,Woodford,Property,Illinois River,,,,,2020,2020-04-01
Male,Black,65-74,Cook,Drug,Danville,,,,,2020,2020-04-01
Male,Black,20-24,DuPage,Person,Shawnee,,,,,2020,2020-06-01
Male,Hispanic,45-54,LaSalle,Property,Dixon,,,,,2019,2019-07-01
Male,Black,45-54,McLean,Drug,Sheridan,,,,,2025,2025-04-01
Male,Black,45-54,Cook,Drug,Centralia,,,,,2025,2025-01-01
Male,Black,55-64,Cook,Person,Vienna,,,,,2025,2025-06-01
Male,Black,25-29,Lake,Public Order,Western Illinois,,,,,2025,2025-12-01
Male,Black,30-34,Cook,Person,Stateville,,,,,2025,2025-12-01
Male,Black,30-34,Cook,Public Order,Stateville,,,,,2025,2025-05-01
Male,Black,35-44,Cook,Public Order,Illinois River,,,,,2025,2025-02-01
Male,Black,30-34,Macon,Person,Illinois River,,,,,2025,2025-01-01
Male,Black,30-34,Cook,Public Order,Illinois River,,,,,2025,2025-09-01
Male,Black,25-29,Cook,Person,Shawnee,,,,,2025,2025-02-01
Male,Black,30-34,Peoria,Public Order,Stateville,,,,,2025,2025-03-01
Female,White,55-64,Will,Person,Logan,,,,,2025,2025-12-01
Male,Hispanic,30-34,Cook,Drug,Sheridan,,,,,2024,2024-12-01
Male,Black,35-44,Cook,Person,North Lawndale ATC,,,,,2024,2024-12-01
Male,White,35-44,Wabash,Public Order,Southwestern Illinois,,,,,2024,2024-08-01
Male,Black,20-24,Will,Public Order,Western Illinois,,,,,2024,2024-07-01
Male,White,20-24,Champaign,Person,Western Illinois,,,,,2024,2024-07-01
Male,Black,25-29,Rock Island,Property,Stateville,,,,,2024,2024-11-01
Male,Hispanic,20-24,Cook,Drug,Shawnee,,,,,2024,2024-09-01
Male,Black,25-29,Madison,Public Order,Graham,,,,,2024,2024-11-01
Male,Black,25-29,Cook,Public Order,Pinckneyville,18.0,,,,2024,2024-01-01
Male,Hispanic,25-29,Cook,Public Order,Kewanee Reentry Center,2073.0,,694.0,,2020,2020-02-01
Male,Black,55-64,Cook,Drug,Illinois River,1261.0,,,,2019,2019-11-01
Male,Black,35-44,Cook,Public Order,Stateville,2017.0,,,,2020,2020-01-01
Male,Black,30-34,Winnebago,Public Order,Lincoln,,,196.0,,2024,2024-03-01
Male,Black,25-29,DuPage,Public Order,Stateville,609.0,,,,2024,2024-03-01
Male,White,45-54,Clinton,Person,Vandalia,,,43.0,,2024,2024-04-01
Male,Black,18-19,Saline,Person,Lincoln,255.0,529.0,72.0,,2024,2024-03-01
Male,White,45-54,Logan,Person,Graham,,431.0,194.0,,2023,2023-10-01
Male,White,25-29,Cook,Public Order,Pinckneyville,,,62.0,,2023,2023-09-01
Male,Black,25-29,Peoria,Property,Sheridan,,,274.0,,2023,2023-12-01
Male,Black,35-44,Adams,Person,Southwestern Illinois,,,12.0,,2024,2024-04-01
Male,Hispanic,35-44,Cook,Property,Jacksonville,361.0,,20.0,,2024,2024-05-01
Male,White,25-29,Cook,Public Order,Danville,553.0,,133.0,,2023,2023-08-01
Male,White,25-29,Effingham,Drug,Lincoln,595.0,,,,2023,2023-11-01
Male,White,35-44,Kane,Property,Vienna,,367.0,,,2024,2024-05-01
Male,Black,35-44,Will,Property,Sheridan,14.0,,,,2023,2023-09-01
Male,Black,45-54,Peoria,Person,Western Illinois,,,393.0,,2023,2023-02-01
Male,Black,55-64,DuPage,Property,Robinson,,,330.0,,2023,2023-01-01
Male,Hispanic,25-29,Cook,Public Order,Stateville,,,128.0,,2024,2024-03-01
Male,White,65-74,DuPage,Person,Robinson,,,60.0,,2024,2024-12-01
Male,Black,25-29,Cook,Public Order,Lincoln,,,259.0,,2024,2024-04-01
Male,Black,55-64,Cook,Person,Stateville,,,189.0,,2023,2023-07-01
Male,White,45-54,Macon,Property,Graham,756.0,,,,2023,2023-06-01
Male,Black,35-44,Cook,Person,Lawrence,,,223.0,,2024,2024-01-01
Male,White,45-54,St. Clair,Public Order,Shawnee,,,302.0,,2023,2023-03-01
Male,Black,45-54,Madison,Person,Robinson,,,93.0,,2024,2024-04-01
Male,White,30-34,Cook,Person,Stateville,,,46.0,,2024,2024-05-01
Male,Black,30-34,Macoupin,Person,Graham,202.0,,,,2023,2023-12-01
Male,White,35-44,Winnebago,Person,Centralia,,,21.0,,2024,2024-10-01
Male,Black,35-44,Cook,Person,Hill,,,,,2024,2024-04-01
Male,Black,25-29,Peoria,Public Order,Graham,,,,,2024,2024-01-01
Female,Hispanic,25-29,Cook,Person,Logan,,,,,2024,2024-05-01
Male,Black,30-34,Winnebago,Public Order,North Lawndale ATC,,,,,2024,2024-03-01
Male,Black,25-29,Macon,Public Order,Pinckneyville,,,,,2024,2024-02-01
Male,Hispanic,30-34,DuPage,Property,Stateville,,,,,2024,2024-11-01
Male,Black,35-44,Madison,Public Order,Lincoln,,,,,2023,2023-10-01
Male,Black,35-44,Cook,Public Order,Jacksonville,,,,,2023,2023-07-01
Male,White,25-29,DuPage,Person,Robinson,,,,,2023,2023-10-01
Male,White,35-44,Madison,Public Order,Graham,,,,,2023,2023-02-01
Male,White,35-44,Logan,Person,Vienna,,,,,2023,2023-03-01
Female,Hispanic,35-44,Cook,Person,Decatur,,,,,2020,2020-06-01
Male,Black,35-44,Sangamon,Drug,Vandalia,,,,,2019,2019-08-01
