sex,race,age_group,county,crime_class,relinst,days_court,days_newsent,days_tech,days_other,release_year,release_month
Female,Black,45-54,Cook,Drug,Logan,,,,,2019,2019-07-01
Male,Black,25-29,Cook,Person,Lawrence,,,,,2019,2019-07-01
Male,White,55-64,Montgomery,Person,Pinckneyville,,,,,2025,2025-08-01
Male,White,45-54,Sangamon,Person,Shawnee,,,,,2025,2025-12-01
Male,White,45-54,Madison,Property,Sheridan,,,,,2025,2025-02-01
Male,Black,30-34,Cook,Public Order,Shawnee,,,,,2025,2025-04-01
Male,Black,30-34,Cook,Public Order,Stateville,,,,,2025,2025-09-01
Male,White,55-64,Woodford,Public Order,East Moline,,,,,2025,2025-11-01
Male,Black,35-44,Peoria,Property,Dixon,,,,,2025,2025-06-01
Male,Hispanic,25-29,Kane,Public Order,North Lawndale ATC,,,,,2025,2025-11-01
Male,Black,20-24,Cook,Public Order,Lincoln,,,,,2025,2025-07-01
Male,White,35-44,Peoria,Person,Taylorville,,,,,2025,2025-04-01
Male,White,30-34,Peoria,Drug,Jacksonville,,,,,2025,2025-05-01
Female,White,45-54,Woodford,Drug,Decatur,,,,,2025,2025-10-01
Male,Black,45-54,Cook,Public Order,Other,,,,,2025,2025-07-01
Male,Black,45-54,Cook,Public Order,Robinson,,,,,2024,2024-07-01
Male,Black,45-54,Cook,Public Order,Lincoln,,,,,2024,2024-11-01
Male,Black,65-74,Kane,Person,East Moline,,,,,2024,2024-08-01
Male,Hispanic,30-34,Will,Drug,Stateville,570.0,,,,2024,2024-04-01
Male,Black,25-29,Cook,Public Order,Western Illinois,,,100.0,,2024,2024-06-01
Male,White,20-24,Schuyler,Property,Peoria ATC,805.0,,,,2019,2019-10-01
Male,Black,45-54,Cook,Property,Lawrence,164.0,,,,2019,2019-06-01
Male,Black,35-44,Madison,Drug,Graham,827.0,,16.0,,2019,2019-02-01
Male,Black,20-24,Kankakee,Public Order,Stateville,,,69.0,,2019,2019-01-01
Male,Black,25-29,Peoria,Drug,Vandalia,1086.0,,,,2018,2018-05-01
Male,Hispanic,25-29,Cook,Property,Vandalia,,,579.0,,2018,2018-01-01
Male,Black,25-29,Cook,Person,East Moline,,,412.0,,2018,2018-03-01
Male,White,25-29,Kankakee,Person,Pinckneyville,,686.0,365.0,,2018,2018-09-01
Male,Black,20-24,Cook,Drug,Pontiac,176.0,,502.0,,2018,2018-05-01
Male,Black,25-29,Cook,Person,Lawrence,2766.0,,449.0,,2018,2018-01-01
Male,White,30-34,Tazewell,Property,Jacksonville,2313.0,,,,2018,2018-06-01
Male,Black,30-34,Will,Person,Stateville,,,483.0,,2018,2018-01-01
Male,White,35-44,Jefferson,Public Order,Illinois River,2401.0,,,,2018,2018-06-01
Male,White,35-44,Lake,Drug,Crossroads Male ATC,1912.0,,516.0,,2018,2018-10-01
Male,White,25-29,Champaign,Person,Sheridan,1142.0,,43.0,,2018,2018-10-01
Male,Black,25-29,Cook,Public Order,Stateville,,,347.0,,2023,2023-07-01
Male,Black,20-24,Champaign,Public Order,Graham,814.0,,223.0,,2023,2023-08-01
Male,White,35-44,Cook,Drug,Stateville,,,382.0,,2018,2018-10-01
Male,Black,20-24,Cook,Property,Stateville,546.0,,245.0,,2018,2018-05-01
Male,Black,35-44,Cook,Public Order,Stateville,2647.0,,,,2018,2018-05-01
Male,Black,25-29,DuPage,Person,Illinois River,,,144.0,,2019,2019-05-01
Male,Black,25-29,Macon,Public Order,Pinckneyville,,,,,2024,2024-11-01
Male,White,35-44,Knox,Person,Stateville,,,,,2024,2024-08-01
Male,Hispanic,35-44,Cook,Public Order,Sheridan,,,,,2024,2024-02-01
Male,White,20-24,Woodford,Property,Vandalia,,,,,2024,2024-04-01
Male,White,45-54,Cook,Person,Other,,,,,2024,2024-03-01
Male,White,55-64,Massac,Person,Pinckneyville,,,,,2023,2023-09-01
Male,Black,35-44,Cook,Public Order,Lincoln,,,,,2023,2023-08-01
Male,Black,45-54,Macon,Person,Jacksonville,,,,,2023,2023-12-01
Male,Black,35-44,Cook,Public Order,Discharge,,,,,2023,2023-10-01
Male,Black,35-44,Cook,Public Order,Stateville,,,,,2023,2023-12-01
Male,White,30-34,Bond,Drug,Shawnee,,,,,2023,2023-09-01
Male,Black,25-29,Cook,Public Order,Other,,,,,2023,2023-11-01
Male,Hispanic,35-44,Kankakee,Person,Shawnee,,,,,2023,2023-11-01
Male,Hispanic,20-24,DuPage,Person,Big Muddy River,,,,,2023,2023-08-01
Male,Black,25-29,Madison,Person,Pinckneyville,,,,,2023,2023-10-01
Male,Hispanic,35-44,Cook,Person,Stateville,,,,,2020,2020-02-01
Male,Hispanic,20-24,Will,Drug,Stateville,,,,,2019,2019-09-01
Male,Black,20-24,Madison,Drug,Jacksonville,,,,,2020,2020-04-01
Male,Black,25-29,Cook,Public Order,Shawnee,,,,,2019,2019-11-01
Female,Black,25-29,Cook,Drug,Logan,,,,,2019,2019-08-01
Female,Asian,30-34,Tazewell,Drug,Decatur,,,,,2020,2020-04-01
Male,Hispanic,35-44,Cook,Property,Centralia,,,,,2019,2019-06-01
Male,Black,35-44,Cook,Person,East Moline,,,,,2019,2019-02-01
Male,Black,25-29,Cook,Public Order,Danville,,,,,2019,2019-02-01
Male,Hispanic,30-34,Kane,Public Order,Sheridan,,,,,2019,2019-10-01
Male,Black,25-29,Cook,Person,Lincoln,,,,,2019,2019-06-01
Male,Black,25-29,Cook,Drug,Shawnee,,,,,2019,2019-01-01
Male,Hispanic,25-29,Cook,Public Order,East Moline,,,,,2019,2019-02-01
Male,White,25-29,Kendall,Public Order,Vandalia,,,,,2019,2019-05-01
Male,White,30-34,Vermilion,Drug,Vandalia,,,,,2019,2019-06-01
Male,Black,25-29,Sangamon,Drug,Peoria ATC,,,,,2019,2019-05-01
Male,White,20-24,De Witt,Property,Stateville,,,,,2019,2019-06-01
Female,White,30-34,Johnson,Drug,Electronic Det Unit,,,,,2019,2019-02-01
Female,White,25-29,Union,Person,Logan,,,,,2019,2019-03-01
Male,Black,35-44,Lake,Drug,Pontiac,,,,,2018,2018-09-01
Male,Black,35-44,McLean,Drug,Dixon,,,,,2018,2018-11-01
Male,White,30-34,Sangamon,Person,Taylorville,,,,,2018,2018-12-01
Male,Hispanic,35-44,Kane,Person,Pontiac,,,,,2018,2018-01-01
Male,White,30-34,Greene,Drug,Graham,,,,,2018,2018-12-01
Male,White,25-29,Cook,Drug,Lawrence,,,,,2018,2018-12-01
Male,Hispanic,45-54,Cook,Person,Robinson,,,288.0,,2024,2024-04-01
Male,Black,30-34,Cook,Property,Robinson,,,394.0,,2024,2024-06-01
Male,Black,20-24,Cook,Drug,Stateville,483.0,,,,2024,2024-03-01
Male,White,35-44,Christian,Person,Graham,,,133.0,,2023,2023-07-01
Male,Black,35-44,Montgomery,Property,Big Muddy River,,,279.0,,2023,2023-03-01
Male,White,45-54,Moultrie,Drug,Peoria ATC,,581.0,,,2022,2022-09-01
Male,Black,30-34,Cook,Person,Big Muddy River,,,1135.0,,2022,2022-05-01
Female,White,30-34,Edgar,Person,Logan,,,372.0,,2022,2022-05-01
Male,Black,20-24,Tazewell,Property,Pinckneyville,,,451.0,,2021,2021-12-01
Male,Hispanic,25-29,Cook,Person,Centralia,,,588.0,,2020,2020-09-01
Male,Black,25-29,Winnebago,Person,Centralia,,,1423.0,,2020,2020-11-01
Male,Black,25-29,Cook,Public Order,Stateville,913.0,,,,2020,2020-09-01
Male,Black,30-34,Cook,Person,Stateville,1930.0,,,,2020,2020-09-01
Male,White,30-34,Champaign,Property,Stateville,1073.0,,,,2020,2020-11-01
Male,White,20-24,Boone,Property,Robinson,,387.0,,,2020,2020-10-01
Male,Black,20-24,Cook,Drug,Illinois River,591.0,,838.0,,2023,2023-01-01
Male,Black,20-24,Cook,Public Order,Robinson,757.0,,,,2023,2023-01-01
Male,Black,20-24,Cook,Public Order,Lincoln,739.0,,,,2023,2023-04-01
Male,Black,25-29,Cook,Public Order,Sheridan,,,63.0,,2022,2022-08-01
Male,Black,25-29,Peoria,Person,Pinckneyville,984.0,,,,2022,2022-07-01
Male,Black,25-29,Cook,Drug,Western Illinois,827.0,,416.0,,2021,2021-02-01
Male,Black,35-44,Champaign,Person,Southwestern Illinois,,692.0,341.0,,2021,2021-04-01
Male,Black,35-44,Cook,Drug,Other,1915.0,,,,2020,2020-07-01
Male,Black,55-64,Cook,Public Order,East Moline,1803.0,,,,2020,2020-11-01
Male,Black,20-24,Cook,Person,Hill,1749.0,,,,2020,2020-11-01
Male,Black,35-44,Sangamon,Person,East Moline,,,145.0,,2020,2020-09-01
Male,Black,35-44,Cook,Property,Stateville,,,84.0,,2024,2024-02-01
Male,Black,35-44,Cook,Public Order,Western Illinois,,,160.0,,2023,2023-05-01
Male,Black,35-44,Cook,Public Order,Stateville,,,338.0,,2023,2023-05-01
Male,Black,45-54,Macon,Drug,Sheridan,,,,,2024,2024-01-01
Male,Hispanic,45-54,Winnebago,Drug,Hill,,,,,2024,2024-04-01
Male,White,55-64,Cook,Person,Taylorville,,,,,2023,2023-07-01
Male,Black,55-64,Peoria,Person,Graham,,,,,2023,2023-07-01
Male,Black,45-54,Cook,Drug,Stateville,,,,,2023,2023-11-01
Male,White,55-64,Massac,Public Order,Vienna,,,,,2023,2023-10-01
Male,Black,55-64,Cook,Drug,Other,,,,,2023,2023-12-01
Male,White,35-44,Winnebago,Person,Big Muddy River,,,,,2023,2023-07-01
Male,White,35-44,Christian,Person,Southwestern Illinois,,,,,2023,2023-10-01
Male,White,45-54,Marshall,Property,Graham,,,,,2023,2023-12-01
Male,Black,30-34,Will,Person,Danville,,,,,2023,2023-12-01
Male,Black,35-44,Lake,Drug,Stateville,,,,,2023,2023-11-01
Male,White,65-74,Clark,Person,Danville,,,,,2023,2023-04-01
Male,Black,35-44,Peoria,Public Order,Vandalia,,,,,2023,2023-06-01
Male,Black,30-34,Cook,Property,Pinckneyville,,,,,2023,2023-02-01
Male,Black,55-64,Cook,Public Order,Dixon,,,,,2023,2023-05-01
Male,Black,35-44,Cook,Person,Danville,,,,,2022,2022-07-01
Male,Hispanic,35-44,Cook,Public Order,Dixon,,,,,2023,2023-04-01
Male,White,25-29,Fulton,Drug,Centralia,,,,,2023,2023-02-01
Male,White,30-34,Macon,Drug,Jacksonville,,,,,2022,2022-09-01
Male,Black,25-29,Cook,Public Order,Illinois River,,,,,2022,2022-09-01
Male,Hispanic,30-34,Cook,Drug,Jacksonville,,,,,2022,2022-07-01
Male,Black,20-24,Lake,Public Order,Vandalia,,,,,2022,2022-07-01
Male,Hispanic,25-29,Cook,Public Order,East Moline,,,,,2023,2023-01-01
Male,White,20-24,Edgar,Drug,Jacksonville,,,,,2022,2022-11-01
Male,Black,45-54,Cook,Public Order,Stateville,,,,,2022,2022-05-01
Female,Black,45-54,Monroe,Drug,Decatur,,,,,2022,2022-10-01
Male,White,45-54,Will,Drug,Robinson,,,,,2022,2022-04-01
Male,Black,25-29,Winnebago,Person,Southwestern Illinois,,,,,2022,2022-02-01
Male,White,35-44,Sangamon,Property,Sheridan,,,,,2022,2022-04-01
Male,Black,35-44,Cook,Public Order,Stateville,,,,,2022,2022-06-01
Male,White,30-34,Monroe,Person,Robinson,,,,,2022,2022-06-01
Male,White,45-54,Macon,Person,Pinckneyville,,,,,2021,2021-12-01
Male,White,35-44,Ford,Person,Sheridan,,,,,2021,2021-11-01
Male,Black,25-29,Vermilion,Drug,Big Muddy River,,,,,2021,2021-08-01
Male,Hispanic,35-44,Cook,Public Order,Stateville,,,,,2021,2021-07-01
Male,Hispanic,20-24,Cook,Public Order,Stateville,,,,,2021,2021-11-01
Male,Black,45-54,Sangamon,Drug,Menard,,,,,2021,2021-02-01
Male,Black,45-54,Peoria,Drug,Sheridan,,,,,2021,2021-03-01
Male,Black,35-44,Cook,Property,Dixon,,,,,2021,2021-01-01
Male,White,25-29,Macon,Person,Graham,,,,,2021,2021-02-01
Male,Black,25-29,Cook,Property,Stateville,,,,,2021,2021-06-01
Male,Black,25-29,Cook,Public Order,Stateville,,,,,2021,2021-06-01
Male,White,45-54,Cook,Drug,Stateville,,,,,2020,2020-11-01
Male,Black,25-29,LaSalle,Drug,Big Muddy River,,,,,2020,2020-08-01
Male,White,35-44,Ford,Person,East Moline,,,,,2020,2020-10-01
Male,Black,55-64,Cook,Public Order,Shawnee,,,,,2020,2020-10-01
Male,Hispanic,30-34,McHenry,Person,Robinson,,,,,2020,2020-08-01
Male,Black,25-29,Cook,Property,Western Illinois,,,171.0,,2024,2024-07-01
Male,White,55-64,Tazewell,Person,Pontiac,630.0,,54.0,,2024,2024-01-01
Male,Black,45-54,Cook,Person,Dixon,,,277.0,,2023,2023-12-01
Male,Black,20-24,Cook,Person,Lincoln,594.0,,74.0,,2023,2023-12-01
Male,Black,45-54,Cook,Person,Taylorville,,,295.0,,2023,2023-09-01
Male,Black,25-29,Cook,Drug,Stateville,459.0,,,,2023,2023-07-01
Male,Black,25-29,Cook,Public Order,Stateville,1327.0,,,,2020,2020-02-01
Male,Black,25-29,Cook,Person,Lincoln,,,1145.0,,2020,2020-06-01
Male,White,35-44,DuPage,Property,Lincoln,,,74.0,,2025,2025-01-01
Male,Black,20-24,Kendall,Person,Stateville,,,109.0,,2024,2024-06-01
Male,White,75<,Shelby,Person,Dixon,,,730.0,,2023,2023-11-01
Male,Black,25-29,Champaign,Public Order,Sheridan,392.0,,608.0,,2023,2023-12-01
Male,Black,20-24,Cook,Public Order,Illinois River,,,293.0,,2023,2023-08-01
Male,Black,35-44,Cook,Person,Robinson,127.0,,,,2025,2025-02-01
Male,Black,55-64,Cook,Public Order,Taylorville,,,53.0,,2025,2025-10-01
Male,Bi-Racial,30-34,Cook,Property,Lincoln,,,95.0,,2025,2025-01-01
Male,Black,30-34,DuPage,Person,Lawrence,,,59.0,,2024,2024-04-01
Male,White,35-44,Vermilion,Person,Illinois River,,,47.0,,2023,2023-10-01
Male,White,35-44,McLean,Person,Dixon,309.0,,,,2023,2023-11-01
Male,White,45-54,Wayne,Person,Vandalia,,,623.0,,2023,2023-11-01
Male,Black,30-34,Cook,Drug,Robinson,287.0,,,,2024,2024-04-01
Male,White,45-54,Kane,Drug,Lawrence,,,,,2020,2020-10-01
Male,Hispanic,45-54,Will,Drug,Stateville,,,,,2020,2020-01-01
Male,Black,35-44,Franklin,Drug,Sheridan,,,,,2025,2025-06-01
Male,Black,45-54,Cook,Property,Other,,,,,2025,2025-02-01
Male,Black,35-44,Cook,Public Order,Illinois River,,,,,2025,2025-08-01
Male,Black,55-64,Champaign,Person,Vienna,,,,,2025,2025-06-01
Male,Black,35-44,Tazewell,Drug,Vienna,,,,,2025,2025-01-01
Male,Hispanic,35-44,Cook,Drug,Sheridan,,,,,2025,2025-10-01
Male,White,35-44,Kendall,Person,North Lawndale ATC,,,,,2025,2025-03-01
Male,Black,65-74,Cook,Person,Danville,,,,,2025,2025-03-01
Male,Black,35-44,St. Clair,Public Order,Centralia,,,,,2025,2025-04-01
Male,Black,45-54,Vermilion,Public Order,Lincoln,,,,,2025,2025-05-01
Male,Black,30-34,Winnebago,Public Order,Lincoln,,,,,2025,2025-07-01
Male,Other,65-74,Cook,Person,Other,,,,,2025,2025-07-01
Male,Black,55-64,Cook,Person,Danville,,,,,2024,2024-10-01
Male,Black,35-44,Cook,Property,Lincoln,,,,,2024,2024-09-01
Male,Black,25-29,Winnebago,Public Order,Stateville,,,,,2024,2024-11-01
Male,Black,30-34,Cook,Public Order,Illinois River,,,,,2024,2024-10-01
Male,Black,25-29,DuPage,Property,Vandalia,,,,,2025,2025-06-01
Male,White,20-24,Lake,Person,Taylorville,,,,,2024,2024-10-01
Male,Hispanic,25-29,Cook,Public Order,East Moline,,,,,2024,2024-04-01
Female,White,35-44,Adams,Drug,Decatur,,,,,2024,2024-02-01
Male,White,35-44,Lake,Person,Stateville,,,,,2024,2024-04-01
Male,Hispanic,25-29,DuPage,Property,Pontiac,,,,,2024,2024-03-01
Male,White,35-44,Boone,Property,Lincoln,,,,,2024,2024-02-01
Male,Black,35-44,St. Clair,Person,Vienna,,,,,2023,2023-11-01
Male,Black,45-54,Champaign,Public Order,Jacksonville,,,,,2023,2023-08-01
Male,Black,30-34,Cook,Public Order,North Lawndale ATC,,,,,2023,2023-07-01
Male,Black,25-29,Cook,Public Order,Stateville,,,,,2023,2023-11-01
Male,White,45-54,Kane,Person,Dixon,,,,,2023,2023-11-01
Male,White,30-34,Wayne,Drug,Southwestern Illinois,,,,,2023,2023-07-01
Male,Hispanic,25-29,Lake,Person,Robinson,,,,,2023,2023-12-01
Male,White,25-29,Pike,Public Order,Shawnee,,,,,2023,2023-11-01
Male,Other,18-19,Cook,Person,Stateville,,,,,2023,2023-07-01
Male,White,35-44,Johnson,Property,Graham,,,,,2024,2024-12-01
Female,White,30-34,Johnson,Property,Decatur,,,,,2024,2024-12-01
Male,White,35-44,McHenry,Drug,Stateville,,,,,2024,2024-08-01
Male,White,35-44,Cook,Person,Other,,,,,2024,2024-07-01
Male,White,45-54,Douglas,Drug,Jacksonville,,,,,2024,2024-04-01
Male,Black,30-34,Cook,Person,Lincoln,,,,,2024,2024-03-01
Male,White,55-64,Cook,Person,Shawnee,,,,,2024,2024-06-01
Male,Black,35-44,Cook,Public Order,Danville,,,,,2024,2024-02-01
Male,Black,20-24,St. Clair,Public Order,Illinois River,,,,,2024,2024-02-01
Female,White,35-44,Bureau,Property,Decatur,,,,,2024,2024-02-01
Male,Hispanic,30-34,Cook,Drug,Stateville,,,,,2023,2023-08-01
Male,Black,30-34,Cook,Person,Western Illinois,,,,,2023,2023-08-01
Male,Hispanic,35-44,DuPage,Drug,Robinson,,,,,2023,2023-11-01
Male,Black,35-44,Macon,Public Order,Taylorville,,,,,2023,2023-10-01
Female,Hispanic,25-29,Cook,Public Order,Logan,,,,,2023,2023-07-01
Male,Black,30-34,St. Clair,Public Order,Pinckneyville,,,,,2023,2023-07-01
Male,Hispanic,25-29,Cook,Drug,Jacksonville,,,,,2023,2023-07-01
Male,White,35-44,Gallatin,Property,Vandalia,281.0,,,,2023,2023-04-01
Male,Hispanic,35-44,Lake,Property,Stateville,,,363.0,,2023,2023-06-01
Male,Black,65-74,Cook,Property,Robinson,874.0,,251.0,,2022,2022-07-01
Male,Black,20-24,Peoria,Public Order,Stateville,116.0,847.0,,,2022,2022-03-01
Male,Black,45-54,Cook,Property,Robinson,910.0,,,,2021,2021-11-01
Male,Black,30-34,Kendall,Drug,Furlough Medical Release,,,133.0,,2021,2021-12-01
Female,White,20-24,Knox,Public Order,Logan,347.0,,779.0,,2021,2021-01-01
Male,Black,20-24,Winnebago,Person,Western Illinois,1477.0,475.0,790.0,,2021,2021-04-01
Male,Black,35-44,Will,Property,Sheridan,,,753.0,,2020,2020-10-01
Male,Black,25-29,Cook,Drug,Illinois River,,,246.0,,2020,2020-01-01
Male,Hispanic,45-54,Cook,Property,Pinckneyville,,,49.0,,2023,2023-06-01
Male,White,30-34,McHenry,Property,Stateville,,,191.0,,2023,2023-01-01
Male,White,25-29,Rock Island,Property,Illinois River,196.0,,,,2022,2022-07-01
Male,White,35-44,Crawford,Property,Graham,127.0,,,,2022,2022-10-01
Female,White,45-54,Marion,Person,Logan,,,237.0,,2022,2022-06-01
Male,Black,35-44,Cook,Public Order,Sheridan,,,785.0,,2021,2021-12-01
Male,White,45-54,Cook,Person,Taylorville,,,1173.0,,2020,2020-12-01
Male,Black,30-34,Cook,Person,Pontiac,874.0,,,,2023,2023-02-01
Male,Black,20-24,Vermilion,Public Order,Western Illinois,543.0,,,,2023,2023-05-01
Male,Black,35-44,Sangamon,Drug,Lincoln,,,113.0,,2020,2020-08-01
Male,Black,25-29,Champaign,Person,Stateville,,,239.0,,2021,2021-11-01
Male,White,35-44,Cook,Property,Pontiac,,,,,2023,2023-04-01
Male,White,30-34,Mercer,Drug,Sheridan,,,,,2023,2023-01-01
Male,White,30-34,McHenry,Person,Robinson,,,,,2022,2022-07-01
Male,Black,25-29,Cook,Public Order,Lincoln,,,,,2023,2023-06-01
Male,Black,25-29,Cook,Person,Western Illinois,,,,,2023,2023-04-01
Male,White,45-54,Clay,Person,Robinson,,,,,2022,2022-07-01
Male,Hispanic,45-54,Cook,Person,Hill,,,,,2022,2022-01-01
Male,Hispanic,55-64,Cook,Person,Danville,,,,,2022,2022-07-01
Male,Black,25-29,Kendall,Public Order,Stateville,,,,,2022,2022-07-01
Male,Black,25-29,Cook,Person,Stateville,,,,,2022,2022-09-01
Male,Black,25-29,St. Clair,Public Order,Vandalia,,,,,2022,2022-06-01
Male,Black,55-64,Cook,Drug,Dixon,,,,,2021,2021-07-01
Male,Black,45-54,Peoria,Public Order,Lincoln,,,,,2021,2021-12-01
Male,Black,25-29,Sangamon,Public Order,Southwestern Illinois,,,,,2021,2021-07-01
Male,White,25-29,Champaign,Public Order,Pinckneyville,,,,,2021,2021-12-01
Male,Hispanic,35-44,Lake,Drug,Lincoln,,,,,2021,2021-10-01
Male,Black,25-29,Will,Public Order,Stateville,,,,,2021,2021-10-01
Male,Black,45-54,Cook,Property,Discharge,,,,,2021,2021-03-01
Male,Black,30-34,Cook,Public Order,Stateville,,,,,2021,2021-03-01
Male,White,35-44,Madison,Person,Kewanee Reentry Center,,,,,2021,2021-03-01
Male,Black,35-44,Cook,Drug,Stateville,,,,,2021,2021-04-01
Male,Black,55-64,Cook,Property,Stateville,,,,,2020,2020-07-01
Male,Hispanic,25-29,Cook,Drug,Vienna,,,,,2020,2020-07-01
Male,Hispanic,30-34,Winnebago,Drug,Sheridan,,,,,2020,2020-11-01
Male,White,30-34,Cook,Public Order,Illinois River,,,,,2020,2020-11-01
Male,Black,25-29,Lake,Property,Other,,,,,2020,2020-08-01
Male,Black,20-24,Cook,Public Order,Stateville,,,,,2020,2020-02-01
Male,White,45-54,Boone,Drug,Crossroads Male ATC,,,,,2020,2020-04-01
Male,White,35-44,Peoria,Public Order,Peoria ATC,,,,,2020,2020-04-01
Male,Hispanic,35-44,Cook,Drug,Vandalia,,,,,2020,2020-04-01
Male,Black,30-34,Cook,Property,Big Muddy River,,,,,2025,2025-07-01
Male,Hispanic,25-29,DuPage,Person,Pinckneyville,,,,,2025,2025-10-01
Male,Black,35-44,Sangamon,Public Order,Graham,,,,,2025,2025-03-01
Male,White,35-44,Kane,Person,Dixon,,,,,2025,2025-07-01
Male,Black,25-29,Cook,Public Order,Big Muddy River,811.0,,,,2020,2020-01-01
Male,Black,30-34,Cook,Drug,Sheridan,2290.0,,133.0,,2019,2019-07-01
Male,Black,20-24,Cook,Public Order,Stateville,1941.0,,122.0,,2019,2019-08-01
Male,Black,25-29,Cook,Public Order,Menard,,,139.0,,2024,2024-01-01
Male,White,30-34,Cook,Drug,Stateville,,,111.0,,2024,2024-02-01
Male,Black,45-54,Kendall,Person,Pinckneyville,,,145.0,,2023,2023-05-01
Male,Black,45-54,Will,Person,Dixon,,,501.0,,2023,2023-09-01
Male,Black,35-44,Cook,Public Order,Stateville,,,280.0,,2023,2023-08-01
Male,Black,30-34,Cook,Public Order,Stateville,529.0,,,,2024,2024-01-01
Male,Black,25-29,Winnebago,Drug,Illinois River,530.0,,,,2023,2023-02-01
Female,White,45-54,Marion,Drug,Logan,,,66.0,,2024,2024-02-01
Male,Black,45-54,Cook,Drug,Stateville,569.0,,,,2023,2023-08-01
Male,Black,30-34,Champaign,Drug,Sheridan,,,283.0,,2023,2023-02-01
Male,White,45-54,Edwards,Person,Taylorville,,,,,2025,2025-04-01
Male,White,30-34,McHenry,Person,Taylorville,,,,,2025,2025-05-01
Female,White,45-54,Madison,Person,Fox Valley ATC,,,,,2025,2025-01-01
Male,Black,20-24,Cook,Property,Shawnee,,,,,2025,2025-10-01
Male,Hispanic,45-54,Cook,Drug,Vienna,,,,,2024,2024-09-01
Male,White,35-44,Jefferson,Person,Shawnee,,,,,2024,2024-08-01
Male,Black,35-44,Cook,Public Order,Stateville,,,,,2024,2024-11-01
Male,White,75<,Mercer,Person,Dixon,,,,,2024,2024-10-01
Male,Black,30-34,Madison,Public Order,Big Muddy River,,,,,2024,2024-12-01
Male,Black,55-64,Cook,Public Order,Vandalia,,,,,2019,2019-11-01
Male,Black,35-44,Cook,Drug,Stateville,,,,,2020,2020-04-01
Male,Black,55-64,Cook,Drug,Shawnee,,,,,2019,2019-11-01
Male,Black,30-34,Cook,Person,Dixon,,,,,2019,2019-09-01
Male,White,55-64,Cook,Public Order,Stateville,,,,,2019,2019-08-01
Male,White,35-44,Pulaski,Public Order,Vienna,,,,,2024,2024-01-01
Male,White,35-44,DeKalb,Person,Sheridan,,,,,2024,2024-04-01
Male,Black,25-29,McLean,Property,Jacksonville,,,,,2024,2024-04-01
Male,White,25-29,Kane,Property,Vandalia,,,,,2024,2024-04-01
Male,Black,45-54,Will,Property,Stateville,,,,,2023,2023-11-01
Male,Black,45-54,Cook,Person,Robinson,,,,,2023,2023-12-01
Male,Black,35-44,Cook,Public Order,Crossroads Male ATC,,,,,2023,2023-12-01
Male,Black,30-34,Cook,Drug,Robinson,,,,,2023,2023-09-01
Male,White,30-34,Adams,Person,Jacksonville,,,,,2023,2023-08-01
Male,White,25-29,St. Clair,Property,Jacksonville,,,,,2023,2023-11-01
Male,Black,30-34,Cook,Public Order,Stateville,,,,,2023,2023-07-01
Male,Black,30-34,Cook,Property,Western Illinois,,,,,2023,2023-03-01
Male,Black,30-34,Cook,Public Order,Lincoln,,,,,2023,2023-01-01
Male,Black,25-29,Cook,Person,Other,,,,,2024,2024-12-01
Male,Black,35-44,Lake,Person,Robinson,,,,,2024,2024-12-01
Male,White,20-24,Cook,Public Order,Shawnee,,,,,2024,2024-10-01
Male,Black,45-54,Cook,Person,Sheridan,,,,,2024,2024-01-01
Male,Black,45-54,DuPage,Property,East Moline,,,,,2024,2024-06-01
Male,Black,35-44,Cook,Person,Dixon,,,,,2024,2024-01-01
Male,Black,25-29,Cook,Public Order,Hill,,,,,2024,2024-06-01
Male,Black,25-29,Cook,Property,Danville,,,,,2024,2024-05-01
Male,Black,30-34,McHenry,Person,Vienna,,,,,2024,2024-05-01
Male,Black,45-54,Williamson,Public Order,Graham,,,,,2023,2023-08-01
Male,Black,35-44,Cook,Public Order,East Moline,,,,,2023,2023-08-01
Male,Black,35-44,Cook,Drug,Jacksonville,,,,,2023,2023-09-01
Male,Hispanic,35-44,Cook,Person,Big Muddy River,,,,,2023,2023-09-01
Male,White,45-54,Cook,Person,East Moline,,,,,2023,2023-08-01
Male,White,35-44,Saline,Drug,Dixon,,,,,2023,2023-10-01
Male,Hispanic,30-34,Cook,Public Order,Vandalia,,,,,2023,2023-07-01
Male,White,35-44,Madison,Public Order,Jacksonville,,,,,2020,2020-01-01
Male,Black,30-34,Kane,Public Order,Centralia,,,302.0,,2019,2019-02-01
